Season,Round,Wk,Date,Home,Away,Home_Country,Away_Country,Home_Goals,Away_Goals,Result
1997-1998,Group stage,1,1997-09-17,PSV,Dynamo Kyiv,nl,ua,1,3,0.0
1997-1998,Group stage,1,1997-09-17,Sparta Prague,Parma,cz,it,0,0,0.5
1997-1998,Group stage,1,1997-09-17,Real Madrid,Rosenborg,es,no,4,1,1.0
1997-1998,Group stage,1,1997-09-17,Newcastle Utd,Barcelona,eng,es,3,2,1.0
1997-1998,Group stage,1,1997-09-17,Leverkusen,Lierse,de,be,1,0,1.0
1997-1998,Group stage,1,1997-09-17,Juventus,Feyenoord,it,nl,5,1,1.0
1997-1998,Group stage,1,1997-09-17,Olympiacos,Porto,gr,pt,1,0,1.0
1997-1998,Group stage,1,1997-09-17,Sporting CP,Monaco,pt,fr,3,0,1.0
1997-1998,Group stage,1,1997-09-17,Bayern Munich,Beşiktaş,de,tr,2,0,1.0
1997-1998,Group stage,1,1997-09-17,Košice,Manchester Utd,sk,eng,0,3,0.0
1997-1998,Group stage,1,1997-09-17,Paris S-G,Göteborg,fr,se,3,0,1.0
1997-1998,Group stage,1,1997-09-17,Galatasaray,Dortmund,tr,de,0,1,0.0
1997-1998,Group stage,2,1997-10-01,Beşiktaş,Paris S-G,tr,fr,3,1,1.0
1997-1998,Group stage,2,1997-10-01,Rosenborg,Olympiacos,no,gr,5,1,1.0
1997-1998,Group stage,2,1997-10-01,Porto,Real Madrid,pt,es,0,2,0.0
1997-1998,Group stage,2,1997-10-01,Dortmund,Sparta Prague,de,cz,4,1,1.0
1997-1998,Group stage,2,1997-10-01,Manchester Utd,Juventus,eng,it,3,2,1.0
1997-1998,Group stage,2,1997-10-01,Monaco,Leverkusen,fr,de,4,0,1.0
1997-1998,Group stage,2,1997-10-01,Dynamo Kyiv,Newcastle Utd,ua,eng,2,2,0.5
1997-1998,Group stage,2,1997-10-01,Göteborg,Bayern Munich,se,de,1,3,0.0
1997-1998,Group stage,2,1997-10-01,Lierse,Sporting CP,be,pt,1,1,0.5
1997-1998,Group stage,2,1997-10-01,Parma,Galatasaray,it,tr,2,0,1.0
1997-1998,Group stage,2,1997-10-01,Barcelona,PSV,es,nl,2,2,0.5
1997-1998,Group stage,2,1997-10-01,Feyenoord,Košice,nl,sk,2,0,1.0
1997-1998,Group stage,3,1997-10-22,Parma,Dortmund,it,de,1,0,1.0
1997-1998,Group stage,3,1997-10-22,Manchester Utd,Feyenoord,eng,nl,2,1,1.0
1997-1998,Group stage,3,1997-10-22,Real Madrid,Olympiacos,es,gr,5,1,1.0
1997-1998,Group stage,3,1997-10-22,Rosenborg,Porto,no,pt,2,0,1.0
1997-1998,Group stage,3,1997-10-22,Košice,Juventus,sk,it,0,1,0.0
1997-1998,Group stage,3,1997-10-22,PSV,Newcastle Utd,nl,eng,1,0,1.0
1997-1998,Group stage,3,1997-10-22,Dynamo Kyiv,Barcelona,ua,es,3,0,1.0
1997-1998,Group stage,3,1997-10-22,Sporting CP,Leverkusen,pt,de,0,2,0.0
1997-1998,Group stage,3,1997-10-22,Bayern Munich,Paris S-G,de,fr,5,1,1.0
1997-1998,Group stage,3,1997-10-22,Sparta Prague,Galatasaray,cz,tr,3,0,1.0
1997-1998,Group stage,3,1997-10-22,Monaco,Lierse,fr,be,5,1,1.0
1997-1998,Group stage,3,1997-10-22,Beşiktaş,Göteborg,tr,se,1,0,1.0
1997-1998,Group stage,4,1997-11-05,Juventus,Košice,it,sk,3,2,1.0
1997-1998,Group stage,4,1997-11-05,Olympiacos,Real Madrid,gr,es,0,0,0.5
1997-1998,Group stage,4,1997-11-05,Feyenoord,Manchester Utd,nl,eng,1,3,0.0
1997-1998,Group stage,4,1997-11-05,Barcelona,Dynamo Kyiv,es,ua,0,4,0.0
1997-1998,Group stage,4,1997-11-05,Göteborg,Beşiktaş,se,tr,2,1,1.0
1997-1998,Group stage,4,1997-11-05,Porto,Rosenborg,pt,no,1,1,0.5
1997-1998,Group stage,4,1997-11-05,Leverkusen,Sporting CP,de,pt,4,1,1.0
1997-1998,Group stage,4,1997-11-05,Galatasaray,Sparta Prague,tr,cz,2,0,1.0
1997-1998,Group stage,4,1997-11-05,Newcastle Utd,PSV,eng,nl,0,2,0.0
1997-1998,Group stage,4,1997-11-05,Lierse,Monaco,be,fr,0,1,0.0
1997-1998,Group stage,4,1997-11-05,Dortmund,Parma,de,it,2,0,1.0
1997-1998,Group stage,4,1997-11-05,Paris S-G,Bayern Munich,fr,de,3,1,1.0
1997-1998,Group stage,5,1997-11-26,Lierse,Leverkusen,be,de,0,2,0.0
1997-1998,Group stage,5,1997-11-26,Monaco,Sporting CP,fr,pt,3,2,1.0
1997-1998,Group stage,5,1997-11-26,Feyenoord,Juventus,nl,it,2,0,1.0
1997-1998,Group stage,5,1997-11-26,Beşiktaş,Bayern Munich,tr,de,0,2,0.0
1997-1998,Group stage,5,1997-11-26,Barcelona,Newcastle Utd,es,eng,1,0,1.0
1997-1998,Group stage,5,1997-11-26,Göteborg,Paris S-G,se,fr,0,1,0.0
1997-1998,Group stage,5,1997-11-27,Parma,Sparta Prague,it,cz,2,2,0.5
1997-1998,Group stage,5,1997-11-27,Dortmund,Galatasaray,de,tr,4,1,1.0
1997-1998,Group stage,5,1997-11-27,Dynamo Kyiv,PSV,ua,nl,1,1,0.5
1997-1998,Group stage,5,1997-11-27,Porto,Olympiacos,pt,gr,2,1,1.0
1997-1998,Group stage,5,1997-11-27,Manchester Utd,Košice,eng,sk,3,0,1.0
